Weapon Defense Rock Lv. 4`17`350000`70000`3`Enhancer Fragment```10`````0.000009`0.000043```0.300000`````
Weapon Defense Rock Lv. 5`17`1000000`200000`10`Enhancer Fragment```35`````0.000010`0.000050```0.285714`````
Weapon Defense Rock Lv. 6`17`3500000`700000`35`Enhancer Fragment```100`````0.000010`0.000050```0.350000`````
Weapon Defense Rock Lv. 7`17`10000000`2000000`100`Enhancer Fragment```350`````0.000010`0.000050```0.285714`````
Weapon Defense Rock Lv. 8`17`35000000`7000000`350`Enhancer Fragment```1000`````0.000010`0.000050```0.350000`````
Weapon Defense Rock Lv. 9`17`100000000`20000000`1000`Enhancer Fragment```3500`````0.000010`0.000050```0.285714`````
Weapon Defense Rock Lv. 10`17`350000000`70000000`3500`Enhancer Fragment```10000`````0.000010`0.000050```0.350000`````
Weapon Critical Rock Lv. 1`17`10000`2000`0`Enhancer Fragment```1``````````````
Weapon Critical Rock Lv. 2`17`35000`7000`0`Enhancer Fragment```2``````````````
Weapon Critical Rock Lv. 3`17`100000`20000`1`Enhancer Fragment```5`````0.000010`0.000050```0.200000`````
Weapon Critical Rock Lv. 4`17`350000`70000`3`Enhancer Fragment```10`````0.000009`0.000043```0.300000`````
Weapon Critical Rock Lv. 5`17`1000000`200000`10`Enhancer Fragment```35`````0.000010`0.000050```0.285714`````
Weapon Critical Rock Lv. 6`17`3500000`700000`35`Enhancer Fragment```100`````0.000010`0.000050```0.350000`````
Weapon Critical Rock Lv. 7`17`10000000`2000000`100`Enhancer Fragment```350`````0.000010`0.000050```0.285714`````
Weapon Critical Rock Lv. 8`17`35000000`7000000`350`Enhancer Fragment```1000`````0.000010`0.000050```0.350000`````
Weapon Critical Rock Lv. 9`17`100000000`20000000`1000`Enhancer Fragment```3500`````0.000010`0.000050```0.285714`````
Weapon Critical Rock Lv. 10`17`350000000`70000000`3500`Enhancer Fragment```10000`````0.000010`0.000050```0.350000`````
Weapon Dexterity Rock Lv. 1`17`10000`2000`0`Enhancer Fragment```1``````````````
Weapon Dexterity Rock Lv. 2`17`35000`7000`0`Enhancer Fragment```2``````````````
Weapon Dexterity Rock Lv. 3`17`100000`20000`1`Enhancer Fragment```5`````0.000010`0.000050```0.200000`````
Weapon Dexterity Rock Lv. 4`17`350000`70000`3`Enhancer Fragment```10`````0.000009`0.000043```0.300000`````
Weapon Dexterity Rock Lv. 5`17`1000000`200000`10`Enhancer Fragment```35`````0.000010`0.000050```0.285714`````
Weapon Dexterity Rock Lv. 6`17`3500000`700000`35`Enhancer Fragment```100`````0.000010`0.000050```0.350000`````
Weapon Dexterity Rock Lv. 7`17`10000000`2000000`100`Enhancer Fragment```350`````0.000010`0.000050```0.285714`````
Weapon Dexterity Rock Lv. 8`17`35000000`7000000`350`Enhancer Fragment```1000`````0.000010`0.000050```0.350000`````
Weapon Dexterity Rock Lv. 9`17`100000000`20000000`1000`Enhancer Fragment```3500`````0.000010`0.000050```0.285714`````
Weapon Dexterity Rock Lv. 10`17`350000000`70000000`3500`Enhancer Fragment```10000`````0.000010`0.000050```0.350000`````
Weapon Health Rock Lv. 1`17`10000`2000`0`Enhancer Fragment```1``````````````
Weapon Health Rock Lv. 2`17`35000`7000`0`Enhancer Fragment```2``````````````
Weapon Health Rock Lv. 3`17`100000`20000`1`Enhancer Fragment```5`````0.000010`0.000050```0.200000`````
Weapon Health Rock Lv. 4`17`350000`70000`3`Enhancer Fragment```10`````0.000009`0.000043```0.300000`````
Weapon Health Rock Lv. 5`17`1000000`200000`10`Enhancer Fragment```35`````0.000010`0.000050```0.285714`````
Weapon Health Rock Lv. 6`17`3500000`700000`35`Enhancer Fragment```100`````0.000010`0.000050```0.350000`````
Weapon Health Rock Lv. 7`17`10000000`2000000`100`Enhancer Fragment```350`````0.000010`0.000050```0.285714`````
Weapon Health Rock Lv. 8`17`35000000`7000000`350`Enhancer Fragment```1000`````0.000010`0.000050```0.350000`````
Weapon Health Rock Lv. 9`17`100000000`20000000`1000`Enhancer Fragment```3500`````0.000010`0.000050```0.285714`````
Weapon Health Rock Lv. 10`17`350000000`70000000`3500`Enhancer Fragment```10000`````0.000010`0.000050```0.350000`````
Weapon Speed Rock Lv. 1`17`10000`2000`0`Enhancer Fragment```1``````````````
Weapon Speed Rock Lv. 2`17`1000000`200000`10`Enhancer Fragment```35`````0.000010`0.000050```0.285714`````
Weapon Speed Rock Lv. 3`17`100000000`20000000`1000`Enhancer Fragment```3500`````0.000010`0.000050```0.285714`````
Weapon Mystery Rock Lv. 1`17`20000`4000`0`Enhancer Fragment```2``````````````
Weapon Mystery Rock Lv. 2`17`70000`14000`0`Enhancer Fragment```7``````````````
Weapon Mystery Rock Lv. 3`17`200000`40000`2`Enhancer Fragment```20`````0.000010`0.000050```0.100000`````
Weapon Mystery Rock Lv. 4`17`700000`140000`7`Enhancer Fragment```70`````0.000010`0.000050```0.100000`````
Weapon Mystery Rock Lv. 5`17`2000000`400000`20`Enhancer Fragment```200`````0.000010`0.000050```0.100000`````
Weapon Mystery Rock Lv. 6`17`7000000`1400000`70`Enhancer Fragment```700`````0.000010`0.000050```0.100000`````
Weapon Mystery Rock Lv. 7`17`20000000`4000000`200`Enhancer Fragment```2000`````0.000010`0.000050```0.100000`````
Weapon Mystery Rock Lv. 8`17`70000000`14000000`700`Enhancer Fragment```7000`````0.000010`0.000050```0.100000`````
Weapon Mystery Rock Lv. 9`17`200000000`40000000`2000`Enhancer Fragment```20000`````0.000010`0.000050```0.100000`````
Weapon Mystery Rock Lv. 10`17`700000000`140000000`7000`Enhancer Fragment```70000`````0.000010`0.000050```0.100000`````
[S] [I] Weapon Bonus: Ignore Epic Weapons`17`50000`0`0`Enhancer Fragment```0``````````````
[S] [I] Weapon Bonus: Ignore Bonus Rocks`17`50000`0`0`Enhancer Fragment```0``````````````
[S] [I] Weapon Bonus: Ignore Pendants`17`50000`0`0`Enhancer Fragment```0``````````````
[S] [I] Weapon Bonus: Ignore Finalizers`17`50000`0`0`Enhancer Fragment```0``````````````
[S] [I] Weapon Bonus: Ignore Outfit Items`17`50000`0`0`Enhancer Fragment```0``````````````
Weapon Spirit Rock`17`70000000`7000000`700`Enhancer Fragment```500`````0.000010`0.000100```1.400000`````
[S] Weapon Spirit Rock`17`70000000000.0`7000000000.0`500000`Enhancer Fragment```99999`````0.000007`0.000071```5.000050`````
Basic Weapon Growth Rock`17`2000000`200000`20`Enhancer Fragment```250`````0.000010`0.000100```0.080000`````
Chaotic Weapon Growth Rock`15`70000000`7000000`700`Chaotic Fragment of Chaos`````50```0.000010`0.000100`````14.000000```
Weapon Unique Enhancer Lv. 1`4`2000000000`400000000`20000`Superior Crafting Material`400```````0.000010`0.000050`50.000000```````
Weapon Unique Enhancer Lv. 2`4`3500000000.0`700000000`35000`Superior Crafting Material`700```````0.000010`0.000050`50.000000```````
Weapon Unique Enhancer Lv. 3`4`5000000000.0`1000000000`50000`Superior Crafting Material`1000```````0.000010`0.000050`50.000000```````
Weapon Unique Enhancer Lv. 4`4`6000000000.0`1200000000`60000`Superior Crafting Material`1200```````0.000010`0.000050`50.000000```````
Weapon Unique Enhancer Lv. 5`4`7000000000.0`1400000000`70000`Superior Crafting Material`1400```````0.000010`0.000050`50.000000```````
Weapon Unobtainium Enhancer Lv. 1`16`10000000`2000000`100`Unobtanium````10````0.000010`0.000050````10.000000````
Weapon Unobtainium Enhancer Lv. 2`16`50000000`10000000`500`Unobtanium````50````0.000010`0.000050````10.000000````
Weapon Unobtainium Enhancer Lv. 3`16`250000000`50000000`2500`Unobtanium````250````0.000010`0.000050````10.000000````
Weapon Unobtainium Enhancer Lv. 4`16`1000000000`200000000`10000`Unobtanium````1000````0.000010`0.000050````10.000000````
Weapon Unobtainium Enhancer Lv. 5`16`5000000000.0`1000000000`50000`Unobtanium````5000````0.000010`0.000050````10.000000````
[I] Weapon Finalizer (Rank 90)`16`1000000`200000`10`Unobtanium````25````0.000010`0.000050````0.400000````
Armor Attack Rock Lv. 1`17`10000`2000`0`Enhancer Fragment```1``````````````
Armor Attack Rock Lv. 2`17`35000`7000`0`Enhancer Fragment```2``````````````
Armor Attack Rock Lv. 3`17`100000`20000`1`Enhancer Fragment```5`````0.000010`0.000050```0.200000`````
Armor Attack Rock Lv. 4`17`350000`70000`3`Enhancer Fragment```10`````0.000009`0.000043```0.300000`````
Armor Attack Rock Lv. 5`17`1000000`200000`10`Enhancer Fragment```35`````0.000010`0.000050```0.285714`````
Armor Attack Rock Lv. 6`17`3500000`700000`35`Enhancer Fragment```100`````0.000010`0.000050```0.350000`````
Armor Attack Rock Lv. 7`17`10000000`2000000`100`Enhancer Fragment```350`````0.000010`0.000050```0.285714`````
Armor Attack Rock Lv. 8`17`35000000`7000000`350`Enhancer Fragment```1000`````0.000010`0.000050```0.350000`````
Armor Attack Rock Lv. 9`17`100000000`20000000`1000`Enhancer Fragment```3500`````0.000010`0.000050```0.285714`````
Armor Attack Rock Lv. 10`17`350000000`70000000`3500`Enhancer Fragment```10000`````0.000010`0.000050```0.350000`````
Armor Defense Rock Lv. 1`17`10000`2000`0`Enhancer Fragment```1``````````````
Armor Defense Rock Lv. 2`17`35000`7000`0`Enhancer Fragment```2``````````````
Armor Defense Rock Lv. 3`17`100000`20000`1`Enhancer Fragment```5`````0.000010`0.000050```0.200000`````
Armor Defense Rock Lv. 4`17`350000`70000`3`Enhancer Fragment```10`````0.000009`0.000043```0.300000`````
Armor Defense Rock Lv. 5`17`1000000`200000`10`Enhancer Fragment```35`````0.000010`0.000050```0.285714`````
Armor Defense Rock Lv. 6`17`3500000`700000`35`Enhancer Fragment```100`````0.000010`0.000050```0.350000`````
Armor Defense Rock Lv. 7`17`10000000`2000000`100`Enhancer Fragment```350`````0.000010`0.000050```0.285714`````
Armor Defense Rock Lv. 8`17`35000000`7000000`350`Enhancer Fragment```1000`````0.000010`0.000050```0.350000`````
Armor Defense Rock Lv. 9`17`100000000`20000000`1000`Enhancer Fragment```3500`````0.000010`0.000050```0.285714`````
Armor Defense Rock Lv. 10`17`350000000`70000000`3500`Enhancer Fragment```10000`````0.000010`0.000050```0.350000`````
Armor Critical Rock Lv. 1`17`10000`2000`0`Enhancer Fragment```1``````````````
Armor Critical Rock Lv. 2`17`35000`7000`0`Enhancer Fragment```2``````````````
Armor Critical Rock Lv. 3`17`100000`20000`1`Enhancer Fragment```5`````0.000010`0.000050```0.200000`````
Armor Critical Rock Lv. 4`17`350000`70000`3`Enhancer Fragment```10`````0.000009`0.000043```0.300000`````
Armor Critical Rock Lv. 5`17`1000000`200000`10`Enhancer Fragment```35`````0.000010`0.000050```0.285714`````
Armor Critical Rock Lv. 6`17`3500000`700000`35`Enhancer Fragment```100`````0.000010`0.000050```0.350000`````
Armor Critical Rock Lv. 7`17`10000000`2000000`100`Enhancer Fragment```350`````0.000010`0.000050```0.285714`````
Armor Critical Rock Lv. 8`17`35000000`7000000`350`Enhancer Fragment```1000`````0.000010`0.000050```0.350000`````
Armor Critical Rock Lv. 9`17`100000000`20000000`1000`Enhancer Fragment```3500`````0.000010`0.000050```0.285714`````
Armor Critical Rock Lv. 10`17`350000000`70000000`3500`Enhancer Fragment```10000`````0.000010`0.000050```0.350000`````
Armor Dexterity Rock Lv. 1`17`10000`2000`0`Enhancer Fragment```1``````````````
Armor Dexterity Rock Lv. 2`17`35000`7000`0`Enhancer Fragment```2``````````````
Armor Dexterity Rock Lv. 3`17`100000`20000`1`Enhancer Fragment```5`````0.000010`0.000050```0.200000`````
Armor Dexterity Rock Lv. 4`17`350000`70000`3`Enhancer Fragment```10`````0.000009`0.000043```0.300000`````
Armor Dexterity Rock Lv. 5`17`1000000`200000`10`Enhancer Fragment```35`````0.000010`0.000050```0.285714`````
Armor Dexterity Rock Lv. 6`17`3500000`700000`35`Enhancer Fragment```100`````0.000010`0.000050```0.350000`````
Armor Dexterity Rock Lv. 7`17`10000000`2000000`100`Enhancer Fragment```350`````0.000010`0.000050```0.285714`````
Armor Dexterity Rock Lv. 8`17`35000000`7000000`350`Enhancer Fragment```1000`````0.000010`0.000050```0.350000`````
Armor Dexterity Rock Lv. 9`17`100000000`20000000`1000`Enhancer Fragment```3500`````0.000010`0.000050```0.285714`````
Armor Dexterity Rock Lv. 10`17`350000000`70000000`3500`Enhancer Fragment```10000`````0.000010`0.000050```0.350000`````
Armor Health Rock Lv. 1`17`10000`2000`0`Enhancer Fragment```1``````````````
Armor Health Rock Lv. 2`17`35000`7000`0`Enhancer Fragment```2``````````````
Armor Health Rock Lv. 3`17`100000`20000`1`Enhancer Fragment```5`````0.000010`0.000050```0.200000`````
Armor Health Rock Lv. 4`17`350000`70000`3`Enhancer Fragment```10`````0.000009`0.000043```0.300000`````
Armor Health Rock Lv. 5`17`1000000`200000`10`Enhancer Fragment```35`````0.000010`0.000050```0.285714`````
Armor Health Rock Lv. 6`17`3500000`700000`35`Enhancer Fragment```100`````0.000010`0.000050```0.350000`````
Armor Health Rock Lv. 7`17`10000000`2000000`100`Enhancer Fragment```350`````0.000010`0.000050```0.285714`````
Armor Health Rock Lv. 8`17`35000000`7000000`350`Enhancer Fragment```1000`````0.000010`0.000050```0.350000`````
Armor Health Rock Lv. 9`17`100000000`20000000`1000`Enhancer Fragment```3500`````0.000010`0.000050```0.285714`````
Armor Health Rock Lv. 10`17`350000000`70000000`3500`Enhancer Fragment```10000`````0.000010`0.000050```0.350000`````
Armor Speed Rock Lv. 1`17`10000`2000`0`Enhancer Fragment```1``````````````
Armor Speed Rock Lv. 2`17`1000000`200000`10`Enhancer Fragment```35`````0.000010`0.000050```0.285714`````
Armor Speed Rock Lv. 3`17`100000000`20000000`1000`Enhancer Fragment```3500`````0.000010`0.000050```0.285714`````
Armor Mystery Rock Lv. 1`17`20000`4000`0`Enhancer Fragment```2``````````````
Armor Mystery Rock Lv. 2`17`70000`14000`0`Enhancer Fragment```7``````````````
Armor Mystery Rock Lv. 3`17`200000`40000`2`Enhancer Fragment```20`````0.000010`0.000050```0.100000`````
Armor Mystery Rock Lv. 4`17`700000`140000`7`Enhancer Fragment```70`````0.000010`0.000050```0.100000`````
Armor Mystery Rock Lv. 5`17`2000000`400000`20`Enhancer Fragment```200`````0.000010`0.000050```0.100000`````
Armor Mystery Rock Lv. 6`17`7000000`1400000`70`Enhancer Fragment```700`````0.000010`0.000050```0.100000`````
Armor Mystery Rock Lv. 7`17`20000000`4000000`200`Enhancer Fragment```2000`````0.000010`0.000050```0.100000`````
Armor Mystery Rock Lv. 8`17`70000000`14000000`700`Enhancer Fragment```7000`````0.000010`0.000050```0.100000`````
Armor Mystery Rock Lv. 9`17`200000000`40000000`2000`Enhancer Fragment```20000`````0.000010`0.000050```0.100000`````
Armor Mystery Rock Lv. 10`17`700000000`140000000`7000`Enhancer Fragment```70000`````0.000010`0.000050```0.100000`````
[S] [I] Armor Bonus: Ignore Epic Weapons`17`50000`0`0`Enhancer Fragment```0``````````````
[S] [I] Armor Bonus: Ignore Bonus Rocks`17`50000`0`0`Enhancer Fragment```0``````````````
[S] [I] Armor Bonus: Ignore Pendants`17`50000`0`0`Enhancer Fragment```0``````````````
[S] [I] Armor Bonus: Ignore Finalizers`17`50000`0`0`Enhancer Fragment```0``````````````
[S] [I] Armor Bonus: Ignore Outfit Items`17`50000`0`0`Enhancer Fragment```0``````````````
Armor Spirit Rock`17`35000000`3500000`350`Enhancer Fragment```250`````0.000010`0.000100```1.400000`````
[S] Armor Spirit Rock`17`35000000000.0`3500000000.0`250000`Enhancer Fragment```99999`````0.000007`0.000071```2.500025`````
Basic Armor Growth Rock`17`1000000`100000`10`Enhancer Fragment```125`````0.000010`0.000100```0.080000`````
Chaotic Armor Growth Rock`15`35000000`3500000`350`Chaotic Fragment of Chaos`````25```0.000010`0.000100`````14.000000```
Armor Unique Enhancer Lv. 1`4`1000000000`200000000`10000`Superior Crafting Material`200```````0.000010`0.000050`50.000000```````
Armor Unique Enhancer Lv. 2`4`1750000000`350000000`17500`Superior Crafting Material`350```````0.000010`0.000050`50.000000```````
Armor Unique Enhancer Lv. 3`4`2500000000.0`500000000`25000`Superior Crafting Material`500```````0.000010`0.000050`50.000000```````
Armor Unique Enhancer Lv. 4`4`3000000000.0`600000000`30000`Superior Crafting Material`600```````0.000010`0.000050`50.000000```````
Armor Unique Enhancer Lv. 5`4`3500000000.0`700000000`35000`Superior Crafting Material`700```````0.000010`0.000050`50.000000```````
Armor Unobtainium Enhancer Lv. 1`16`10000000`1000000`100`Unobtanium````10````0.000010`0.000100````10.000000````
Armor Unobtainium Enhancer Lv. 2`16`50000000`5000000`500`Unobtanium````50````0.000010`0.000100````10.000000````
Armor Unobtainium Enhancer Lv. 3`16`250000000`25000000`2500`Unobtanium````250````0.000010`0.000100````10.000000````
Armor Unobtainium Enhancer Lv. 4`16`1000000000`100000000`10000`Unobtanium````1000````0.000010`0.000100````10.000000````
Armor Unobtainium Enhancer Lv. 5`16`5000000000.0`500000000`50000`Unobtanium````5000````0.000010`0.000100````10.000000````
[I] Armor Finalizer (Rank 90)`16`1000000`200000`10`Unobtanium````25````0.000010`0.000050````0.400000````
Humblebee Armor Upgrade`17`5000000000.0`1000000000`25000`Enhancer Fragment```35000`````0.000005`0.000025```0.714286`````
[S] [I] Accessory Bonus: Ignore Epic Weapons`17`50000`0`0`Enhancer Fragment```0``````````````
[S] [I] Accessory Bonus: Ignore Bonus Rocks`17`50000`0`0`Enhancer Fragment```0``````````````
[S] [I] Accessory Bonus: Ignore Pendants`17`50000`0`0`Enhancer Fragment```0``````````````
[S] [I] Accessory Bonus: Ignore Finalizers`17`50000`0`0`Enhancer Fragment```0``````````````
[S] [I] Accessory Bonus: Ignore Outfit Items`17`50000`0`0`Enhancer Fragment```0``````````````
Accessory Spirit Rock`17`70000000`7000000`700`Enhancer Fragment```500`````0.000010`0.000100```1.400000`````
[S] Accessory Spirit Rock`17`700000000000.0`70000000000.0`2000000`Enhancer Fragment```99999`````0.000003`0.000029```20.000200`````
Awesome Enhancer`17`300000000000.0`15000000000.0`750000`Enhancer Fragment```99999`````0.000003`0.000050```7.500075`````
GIGA ENHANCER EX`15`750000000000.0`75000000000.0`7500000`Chaotic Fragment of Chaos`````75000```0.000010`0.000100`````100.000000```
GIGA LIFE ROCK EX`15`750000000000.0`75000000000.0`7500000`Chaotic Fragment of Chaos`````75000```0.000010`0.000100`````100.000000```
[I] Auto Buff - RANDOM`16`0`0`999`Unobtanium````999`````````1.000000````
[I] Auto Buff - POWER`16`0`0`9999`Unobtanium````9999`````````1.000000````
[I] Auto Buff - MASTER`16`0`0`9999`Unobtanium````9999`````````1.000000````
[I] Auto Buff - REWARD`16`0`0`9999`Unobtanium````9999`````````1.000000````
[I] Auto Buff - ENRAGE`16`0`0`99999`Unobtanium````99999`````````1.000000````
[I] Auto Buff - BOOST`16`0`0`99999`Unobtanium````99999`````````1.000000````
Mystery Enhancer Identifier`16`1000000000`150000000`10000`Unobtanium````100````0.000010`0.000067````100.000000````
[I] Mystery Enhancer Identifier`16`50000000000.0`7500000000.0`500000`Unobtanium````5000````0.000010`0.000067````100.000000````
Collectors Pendant`4`0`400000000`10000`Superior Crafting Material`0````````0.000025````````
Bronze Pendant`4`0`200000`100`Superior Crafting Material`100````````0.000500`1.000000```````
Silver Pendant`4`0`1000000`500`Superior Crafting Material`500````````0.000500`1.000000```````
Gold Pendant`4`0`5000000`2500`Superior Crafting Material`2500````````0.000500`1.000000```````
Platinum Pendant`4`0`25000000`10000`Superior Crafting Material`10000````````0.000400`1.000000```````
Pendant of Fire`4`0`200000000`10000`Superior Crafting Material`1000````````0.000050`10.000000```````
Pendant of Ice`4`0`200000000`10000`Superior Crafting Material`1000````````0.000050`10.000000```````
Pendant of Wind`4`0`200000000`10000`Superior Crafting Material`1000````````0.000050`10.000000```````
Pendant of Earth`4`0`200000000`10000`Superior Crafting Material`1000````````0.000050`10.000000```````
Pendant of Thunder`4`0`200000000`10000`Superior Crafting Material`1000````````0.000050`10.000000```````
Pendant of Water`4`0`200000000`10000`Superior Crafting Material`1000````````0.000050`10.000000```````
Pendant of Light`4`0`200000000`10000`Superior Crafting Material`1000````````0.000050`10.000000```````
Pendant of Darkness`4`0`200000000`10000`Superior Crafting Material`1000````````0.000050`10.000000```````
Cursed Pendant`4`0`400000000`10000`Superior Crafting Material`0````````0.000025````````
Anti-Checkpoint Pendant`4`0`400000000`10000`Superior Crafting Material`0````````0.000025````````
Crappy Earrings`4`0`2000000`1000`Superior Crafting Material`100````````0.000500`10.000000```````
Awesome Earrings`4`0`200000000`100000`Superior Crafting Material`10000````````0.000500`10.000000```````
Gem of Constancy`4`0`1000000000`100000`Superior Crafting Material`75000````````0.000100`1.333333```````
Empowering Gem`4`5000000000.0`500000000`100000`Superior Crafting Material`50000```````0.000020`0.000200`2.000000```````
Worst Moon Gem`4`5000000000.0`500000000`100000`Superior Crafting Material`50000```````0.000020`0.000200`2.000000```````
Auto Buff Gem`4`5000000000.0`500000000`100000`Superior Crafting Material`50000```````0.000020`0.000200`2.000000```````
Unobtainium Pendant`16`0`100000000`100000`Unobtanium````5000`````0.001000````20.000000````
Gem of Good Luck`16`0`10000000000.0`1000000`Unobtanium````75000`````0.000100````13.333333````
Yellow Madness Gem`16`50000000000.0`5000000000.0`1000000`Unobtanium````50000````0.000020`0.000200````20.000000````
Gem of Eternal Rage`16`50000000000.0`5000000000.0`1000000`Unobtanium````50000````0.000020`0.000200````20.000000````
Reincarnation Pendant`19`0`0`0`Superior Crafting Material`0````````````````
Reincarnation Earrings`19`0`0`0`Superior Crafting Material`0````````````````
Reincarnation Trinket`19`0`0`0`Superior Crafting Material`0````````````````
Newbie Stick`1`0`0`0`Superior Crafting Material`0````````````````
Tree Stick`1`100`0`0`Superior Crafting Material`0````````````````
Enchanted Tree Stick`1`1000`0`0`Superior Crafting Material`0````````````````
stickName`1`50000`0`0`Superior Crafting Material`0````````````````
Wooden Dagger`3`2500`0`0`Superior Crafting Material`0````````````````
Wooden Sword`3`5000`0`0`Superior Crafting Material`0````````````````
Wooden Longsword`3`10000`0`0`Superior Crafting Material`0````````````````
Wooden Spear`3`25000`0`0`Superior Crafting Material`0````````````````
Small Axe`3`50000`0`0`Superior Crafting Material`0````````````````
Doubleaxe`3`100000`0`0`Superior Crafting Material`0````````````````
Silver Dagger`3`150000`0`0`Superior Crafting Material`0````````````````
Silver Sword`3`250000`0`1`Superior Crafting Material`0```````0.000004`````````
Blue Longsword`3`400000`0`2`Superior Crafting Material`0```````0.000005`````````
Silver Spear`3`600000`0`3`Superior Crafting Material`0```````0.000005`````````
Medium Axe`3`1000000`0`5`Superior Crafting Material`0```````0.000005`````````
Dark Doubleaxe`3`1500000`0`7`Superior Crafting Material`0```````0.000005`````````
Golden Dagger`3`2500000`0`12`Superior Crafting Material`0```````0.000005`````````
Golden Sword`3`4000000`0`20`Superior Crafting Material`0```````0.000005`````````
Golden Longsword`3`6000000`0`30`Superior Crafting Material`0```````0.000005`````````
Golden Spear`3`10000000`0`50`Superior Crafting Material`0```````0.000005`````````
Large Axe`3`15000000`0`75`Superior Crafting Material`0```````0.000005`````````
Darkhammer`3`20000000`0`100`Superior Crafting Material`0```````0.000005`````````
Diamond Dagger`3`30000000`0`150`Superior Crafting Material`0```````0.000005`````````
Diamond Sword`3`40000000`0`200`Superior Crafting Material`0```````0.000005`````````
Blood Longsword`3`50000000`0`250`Superior Crafting Material`0```````0.000005`````````
Diamond Spear`3`60000000`0`300`Superior Crafting Material`0```````0.000005`````````
Golden Axe`3`70000000`0`350`Superior Crafting Material`0```````0.000005`````````
Hero Sword`3`80000000`0`400`Superior Crafting Material`0```````0.000005`````````
Legendary Sword`3`90000000`0`450`Superior Crafting Material`0```````0.000005`````````
Triangle Sword`3`100000000`0`500`Superior Crafting Material`0```````0.000005`````````
Spirit Sword`3`150000000`0`750`Superior Crafting Material`0```````0.000005`````````
Water Gun`3`2500`0`0`Superior Crafting Material`0````````````````
Weak Bow`3`5000`0`0`Superior Crafting Material`0````````````````
Weak Crossbow`3`10000`0`0`Superior Crafting Material`0````````````````
Basic Wand`3`25000`0`0`Superior Crafting Material`0````````````````
Basic Claw`3`50000`0`0`Superior Crafting Material`0````````````````
Fire Gun`3`150000`0`0`Superior Crafting Material`0````````````````
Advanced Bow`3`250000`0`1`Superior Crafting Material`0```````0.000004`````````
Advanced Crossbow`3`400000`0`2`Superior Crafting Material`0```````0.000005`````````
Fire Wand`3`600000`0`3`Superior Crafting Material`0```````0.000005`````````
Ice Wand`3`600000`0`3`Superior Crafting Material`0```````0.000005`````````
Wind Wand`3`600000`0`3`Superior Crafting Material`0```````0.000005`````````
Earth Wand`3`600000`0`3`Superior Crafting Material`0```````0.000005`````````
Thunder Wand`3`600000`0`3`Superior Crafting Material`0```````0.000005`````````
Water Wand`3`600000`0`3`Superior Crafting Material`0```````0.000005`````````
Steel Claw`3`1000000`0`5`Superior Crafting Material`0```````0.000005`````````
Dark Gun`3`2500000`0`12`Superior Crafting Material`0```````0.000005`````````
Diamond Bow`3`4000000`0`20`Superior Crafting Material`0```````0.000005`````````
Diamond Crossbow`3`6000000`0`30`Superior Crafting Material`0```````0.000005`````````
Light Wand`3`10000000`0`50`Superior Crafting Material`0```````0.000005`````````
Dark Wand`3`10000000`0`50`Superior Crafting Material`0```````0.000005`````````
Life Drain Wand`3`10000000`0`50`Superior Crafting Material`0```````0.000005`````````
Mana Eater Wand`3`10000000`0`50`Superior Crafting Material`0```````0.000005`````````
Venomous Claw`3`15000000`0`75`Superior Crafting Material`0```````0.000005`````````
Golden Gun`3`30000000`0`150`Superior Crafting Material`0```````0.000005`````````
